"gameId","playId","gunnerTeam","gunnerId","gunnerName","viseTeam","viseId","viseName","timeToBeatVise","firstManDown","disFromLOS","disFromReturner","speedDev","topSpeed","tackle","missedTackle","squeezeDis","returnYds","specialTeamsResult","release","correctRelease","fairCatch"
2018122200,723,"WAS",44952,"Jehu Chesson","TEN",42006,"Malcolm Butler",4.8,1,40.21,20.3074863043165,1.95563023236367,9.74,0,0,NA,0,"Fair Catch","0","0",1
2018122200,2175,"TEN",46221,"Dane Cruikshank","WAS",46984,"Adonis Alexander",4.1,1,36.21,9.67235752027395,3.09342373033436,9.93,0,0,NA,0,"Fair Catch","1","0",1
2018122201,1205,"LAC",46729,"Brandon Facyson","BAL",43498,"Maurice Canady",10.2,1,44.71,2.14107449660212,2.95376181629927,9.68,0,1,3.55771929824562,19,"Return","1","1",0
2018122201,3009,"BAL",43396,"Chris Moore","LAC",46729,"Brandon Facyson",4.9,1,40.51,1.94257560985409,3.07954779797864,9.74,0,0,NA,0,"Fair Catch","0","0",1
2018122201,3184,"LAC",44926,"Rayshawn Jenkins","BAL",46187,"Anthony Averett",5.1,1,42.17,10.7632197784864,3.18029472767312,9.73,0,0,NA,0,"Fair Catch","0","0",1
2018122201,3278,"BAL",43498,"Maurice Canady","LAC",41060,"Jeff Richards",5.1,1,42.38,15.9181186074234,2.56848737749568,8.91,0,0,-5.68888888888889,9,"Return","0","0",0
2018122300,133,"IND",43554,"Chris Milton","NYG",40062,"B.W. Webb",4.4,1,42.43,9.83896844186422,2.70650914410918,9.94,0,0,1.8664,0,"Return","0","0",0
2018122300,2330,"NYG",41285,"Cody Latimer","IND",43554,"Chris Milton",3.5,1,40.89,10.0418972311013,2.9918449160692,9.83,0,0,NA,0,"Fair Catch","0","0",1
2018122302,979,"JAX",46700,"Tre Herndon","MIA",42488,"Bobby McCain",4.6,1,25.85,3.98389256883265,2.43662464736183,8.86,0,0,NA,0,"Fair Catch","1","0",1
2018122302,1142,"MIA",45312,"Maurice Smith","JAX",46707,"Quenton Meeks",2.8,1,46.43,6.73935456850282,2.89007376517611,10.04,0,0,15.861320754717,1,"Return","1","1",0
2018122302,1582,"JAX",46707,"Quenton Meeks","MIA",45302,"Torry McTyer",5.3,1,36.83,5.4858545368976,2.96858038246895,9.84,0,0,NA,0,"Fair Catch","1","0",1
2018122302,1582,"JAX",46700,"Tre Herndon","MIA",46278,"Cornell Armstrong",5.3,1,40.32,2.81822639260936,3.06173278863419,9.28,0,0,NA,0,"Fair Catch","0","0",1
2018122302,2134,"JAX",46707,"Quenton Meeks","MIA",45302,"Torry McTyer",3,1,34,2.46953436906636,2.61671202752766,8.79,0,0,NA,0,"Fair Catch","1","1",1
2018122302,3526,"MIA",46278,"Cornell Armstrong","JAX",45335,"Breon Borders",3.2,1,45.45,7.5634978680502,2.72523958299234,10.06,0,0,NA,0,"Fair Catch","1","0",1
2018122304,1058,"ATL",38707,"Justin Bethel","CAR",46124,"Donte Jackson",2.8,1,47.06,2.0450183373261,2.95662686559536,10.24,0,0,NA,0,"Fair Catch","1","1",1
2018122304,2774,"CAR",40130,"Kenjon Barner","ATL",46127,"Isaiah Oliver",6,1,39.99,8.92650547526858,2.65778566016611,8.78,0,0,NA,0,"Fair Catch","0","0",1
2018122304,3433,"ATL",38707,"Justin Bethel","CAR",46124,"Donte Jackson",9.5,1,42.13,7.62060365063032,2.99064223421741,10.19,0,0,-1.58019607843137,13,"Return","1","0",0
2018122305,461,"CIN",46239,"Darius Phillips","CLE",46672,"Tavierre Thomas",5.3,1,37.11,1.76139149538086,2.86298509107427,9.45,0,0,NA,0,"Fair Catch","1","1",1
2018122305,2147,"CIN",43663,"Alex Erickson","CLE",46073,"Denzel Ward",3.3,1,35.18,2.24964441634673,2.53875246042215,8.97,0,0,NA,0,"Fair Catch","1","1",1
2018122306,1516,"TB",43397,"Ryan Smith","DAL",44872,"Chidobe Awuzie",4.9,1,45.79,2.20109063875161,3.32827954178274,10.64,0,0,NA,0,"Fair Catch","0","0",1
2018122306,1655,"DAL",45795,"Lance Lenoir","TB",43994,"De'Vante Harris",4.7,1,30.97,9.6743475232183,2.90710402683561,9.61,0,0,NA,0,"Fair Catch","0","0",1
2018122306,3864,"DAL",45795,"Lance Lenoir","TB",43994,"De'Vante Harris",5,1,38.31,2.99808272067333,3.04771984026724,9.18,0,0,NA,0,"Fair Catch","0","0",1
2018122307,597,"MIN",43533,"Jayron Kearse","DET",40200,"Marcus Cooper",9.7,1,35.41,15.6790943616014,2.98467068902243,9.06,0,0,-1.31904761904762,9,"Return","0","0",0
2018122307,2815,"DET",43827,"Andy Jones","MIN",37253,"Aldrick Robinson",3.7,1,46.14,0.735527021937335,2.8182622466863,9.57,0,0,NA,0,"Fair Catch","0","1",1
2018122307,2930,"MIN",42397,"Ameer Abdullah","DET",39984,"Darius Slay",11.3,1,47.13,8.18425928230527,2.97473103371257,9.52,0,0,-3.78616666666667,5,"Return","0","0",0
2018122307,3651,"DET",46151,"Tracy Walker","MIN",46466,"Holton Hill",5.7,1,34.7,17.4837181400296,2.89148728747071,8.46,0,0,NA,0,"Fair Catch","0","0",1
2018122308,1216,"BUF",43737,"Lafayette Pitts","NE",43700,"Jonathan Jones",5.2,1,33.48,12.333908545145,2.66649030496045,8.04,0,1,-15.2168,12,"Return","0","0",0
2018122308,2282,"NE",33234,"Matthew Slater","BUF",39292,"Deonte Thompson",7.1,1,40.92,6.28990460976954,2.48820037199963,8.77,1,0,-5.27934782608695,8,"Return","0","1",0
2018122309,341,"GB",46202,"J'Mon Moore","NYJ",46248,"Parry Nickerson",9,1,36.54,10.444491371053,3.04977888654745,9.08,0,0,-20.3828888888889,12,"Return","0","0",0
2018122309,928,"GB",46202,"J'Mon Moore","NYJ",46248,"Parry Nickerson",3.7,1,41.07,0.773692445355391,1.8641434161541,9.73,0,0,NA,0,"Fair Catch","0","0",1
2018122309,3309,"NYJ",46273,"Trenton Cannon","GB",46233,"Natrell Jamerson",3.2,1,30.88,19.7119887378215,2.6245996354278,9,0,0,NA,0,"Fair Catch","1","1",1
2018122310,128,"HOU",46778,"A.J. Moore","PHI",43701,"Cre'von LeBlanc",6.1,1,27.65,23.0081246519572,2.05021303929458,7.7,0,0,3.46413043478261,11,"Return","0","0",0
2018122310,2622,"HOU",39012,"Johnson Bademosi","PHI",46194,"Avonte Maddox",3.8,1,34.38,5.65817108260257,2.82771293525517,9.06,0,0,NA,0,"Fair Catch","0","0",1
2018122311,2312,"ARI",43381,"Brandon Williams","LA",42816,"Troy Hill",7,1,40.38,8.24239042996629,2.8325540955051,9.39,0,0,NA,0,"Fair Catch","0","0",1
2018122311,3616,"ARI",45021,"Rudy Ford","LA",35953,"Sam Shields",5.2,1,49,6.48951461975393,3.03051549277799,10.71,0,0,-23.0220454545455,26,"Return","0","0",0
2018122312,2235,"SF",45330,"Greg Mabin","CHI",41240,"Kyle Fuller",4.8,1,40.04,6.49727635244183,2.94031286764102,9.9,0,0,NA,0,"Fair Catch","1","1",1
2018122312,3108,"CHI",39222,"Josh Bellamy","SF",46164,"Tarvarius Moore",4.5,1,31.16,2.82718941707131,2.71975477255341,8.7,0,0,NA,0,"Fair Catch","1","0",1
2018122313,3416,"NO",38596,"Josh Robinson","PIT",43314,"Artie Burns",2.9,1,38.85,8.19473611533648,2.91172511361476,9.42,0,0,NA,0,"Fair Catch","1","1",1
2018122314,117,"KC",43415,"Demarcus Robinson","SEA",42827,"Justin Coleman",7.5,1,33.88,18.1058581680074,2.14278851633705,6.98,0,0,-7.30846153846154,3,"Return","1","1",0
2018122314,117,"KC",45369,"Marcus Kemp","SEA",39232,"Neiko Thorpe",7.5,1,38.1,9.697015004629,2.72570695210377,9.91,0,0,-7.30846153846154,3,"Return","1","1",0
2018122400,241,"DEN",37763,"Andre Holmes","OAK",40353,"Rashaan Melvin",5.8,1,67.4,4.04357515077933,2.97073906057697,9.85,0,0,-30.7829487179487,99,"Return","0","0",0
2018122400,1120,"DEN",37763,"Andre Holmes","OAK",40353,"Rashaan Melvin",5.7,1,31.92,2.1048752932181,2.81569548543964,9.29,0,0,NA,0,"Fair Catch","1","0",1
2018122400,2313,"OAK",42547,"Darren Waller","DEN",40002,"Jamar Taylor",3,1,32.63,1.42835569799682,3.44623305948152,9.78,0,0,NA,0,"Fair Catch","0","0",1
2018122400,2569,"OAK",42547,"Darren Waller","DEN",40002,"Jamar Taylor",3,1,34.74,14.2411516388247,2.5772596174134,9.34,0,0,NA,0,"Fair Catch","1","0",1
2018122400,3753,"OAK",42547,"Darren Waller","DEN",40002,"Jamar Taylor",3.2,1,42.69,5.89571030495903,3.25631179999542,10.07,0,0,NA,0,"Fair Catch","0","0",1
2018121300,2707,"KC",45369,"Marcus Kemp","LAC",46729,"Brandon Facyson",5.3,1,41.34,10.317271926241,3.12955442730455,10.34,0,0,NA,0,"Fair Catch","1","1",1
2018121500,2280,"HOU",46778,"A.J. Moore","NYJ",46248,"Parry Nickerson",10.7,1,47.1,3.21255350150001,3.42096495064198,10.52,0,1,-2.84260869565217,10,"Return","0","0",0
2018121500,2599,"HOU",39012,"Johnson Bademosi","NYJ",46248,"Parry Nickerson",9,1,41.41,9.31830993260044,2.81332839532817,9.73,0,0,12.6096428571429,12,"Return","1","1",0
2018121500,2721,"NYJ",46273,"Trenton Cannon","HOU",39012,"Johnson Bademosi",3.7,1,46.12,3.78530051647158,3.32928055298022,9.82,1,0,-4.25,4,"Return","0","0",0
2018121500,2942,"NYJ",43530,"Charone Peake","HOU",37164,"Shareece Wright",4.4,1,48.36,3.10009677268307,3.19226132927212,10.18,0,0,NA,0,"Fair Catch","0","0",1
2018121501,118,"DEN",44913,"Brendan Langley","CLE",46672,"Tavierre Thomas",8.3,1,42.47,5.57778629924095,2.99416935463303,9.8,0,0,-0.683333333333334,1,"Return","0","0",0
2018121501,1066,"CLE",46672,"Tavierre Thomas","DEN",40002,"Jamar Taylor",3.6,1,35.5,2.46221445044903,3.31897460219503,9.78,0,0,NA,0,"Fair Catch","0","0",1
2018121501,2166,"DEN",45900,"River Cracraft","CLE",46672,"Tavierre Thomas",7.5,1,28.05,18.9913875217163,2.19959379087744,7.38,1,0,-8.14144927536232,8,"Return","1","1",0
2018121600,1794,"ARI",45021,"Rudy Ford","ATL",46263,"Russell Gage",3.6,1,39.95,3.70324182305179,2.88500264131328,9.94,0,0,NA,0,"Fair Catch","1","1",1
2018121600,3673,"ARI",45021,"Rudy Ford","ATL",46263,"Russell Gage",10.7,1,28.14,30.6794996699751,1.95742383620261,6.61,0,0,3.01142857142857,0,"Return","1","1",0
2018121600,3776,"ATL",46263,"Russell Gage","ARI",39034,"Leonard Johnson",2.9,1,48.83,4.80380057870849,2.40002145414431,9.37,0,0,NA,0,"Fair Catch","1","1",1
2018121601,3369,"BAL",43396,"Chris Moore","TB",43994,"De'Vante Harris",2.5,1,41.2,7.11424627068813,2.99708193017039,10.36,0,0,10.8079487179487,12,"Return","1","1",0
2018121602,519,"DET",43827,"Andy Jones","BUF",44839,"Tre'Davious White",6.1,1,30.84,14.1454515657861,2.83652603197466,8.72,0,0,NA,0,"Fair Catch","0","0",1
2018121602,688,"BUF",43737,"Lafayette Pitts","DET",46823,"Mike Ford",3.5,1,27.06,13.7189831984736,2.84146592092496,8.85,0,0,NA,0,"Fair Catch","1","1",1
2018121602,1911,"DET",43827,"Andy Jones","BUF",46698,"Levi Wallace",3.1,1,37.19,17.3383101829446,3.41129548411748,9.68,0,0,7.82034482758621,0,"Return","1","0",0
2018121602,2230,"DET",46151,"Tracy Walker","BUF",39292,"Deonte Thompson",3.4,1,36.36,6.0938739730979,2.99932343483079,9.81,0,0,NA,0,"Fair Catch","1","1",1
2018121602,2468,"BUF",46223,"Siran Neal","DET",39984,"Darius Slay",3.7,1,39.62,3.89235147436611,3.10269224022125,10.16,0,0,NA,0,"Fair Catch","1","1",1
2018121602,2574,"DET",46151,"Tracy Walker","BUF",39292,"Deonte Thompson",10,1,45.77,14.1382106364278,2.78574244929226,9.98,0,0,1.73926829268293,10,"Return","0","0",0
2018121602,3915,"DET",46830,"Brandon Powell","BUF",43737,"Lafayette Pitts",6.1,1,37.15,24.2931430654825,2.26677489800563,9,0,0,NA,0,"Fair Catch","0","0",1
2018121603,937,"GB",46724,"Tony Brown","CHI",41968,"Marcus Williams",4.3,1,33.84,5.00240941946977,3.26942836067034,10.02,0,0,NA,0,"Fair Catch","1","1",1
2018121604,1023,"OAK",37251,"Dwayne Harris","CIN",43987,"Tony McRae",3.7,1,34.26,2.30360586906702,2.69901955780735,8.66,0,0,NA,0,"Fair Catch","0","0",1
2018121604,2335,"CIN",43987,"Tony McRae","OAK",40353,"Rashaan Melvin",4.4,1,43.64,8.13649801818939,2.92614917203175,10.25,0,0,NA,0,"Fair Catch","1","0",1
2018121604,2751,"CIN",43987,"Tony McRae","OAK",43366,"Daryl Worley",4.7,1,40.31,16.1015030354312,2.63987682732766,9.39,0,0,NA,0,"Fair Catch","0","0",1
2018121606,448,"JAX",46700,"Tre Herndon","WAS",46329,"Danny Johnson",3.7,1,41.89,2.24742074387508,3.02351422795079,9.71,0,0,NA,0,"Fair Catch","0","1",1
2018121606,1029,"WAS",44952,"Jehu Chesson","JAX",46707,"Quenton Meeks",3.4,1,42.03,9.95960340575868,3.16153598107239,10.88,0,0,2.76035294117647,9,"Return","1","1",0
2018121606,1149,"JAX",46700,"Tre Herndon","WAS",46329,"Danny Johnson",4,1,35.24,10.5377132244145,2.92458590697431,9.7,0,0,NA,0,"Fair Catch","1","0",1
2018121606,2859,"WAS",46984,"Adonis Alexander","JAX",46700,"Tre Herndon",8.1,1,48.29,6.43991459570699,2.00189201886837,9.94,1,0,-0.555531914893617,1,"Return","0","0",0
2018121607,692,"MIA",46200,"Kalen Ballage","MIN",37253,"Aldrick Robinson",6.4,1,37.68,18.42047773539,2.81092926482864,9.86,0,0,-3.88452380952381,8,"Return","0","0",0
2018121607,1569,"MIN",43533,"Jayron Kearse","MIA",45302,"Torry McTyer",10.1,1,41.05,3.49738473720007,3.09380571500806,9.84,0,0,3.55394736842105,8,"Return","0","1",0
2018121610,686,"PIT",44906,"Cameron Sutton","NE",43700,"Jonathan Jones",4.2,1,38.35,6.48049380834517,2.24449737339448,9.32,0,0,NA,0,"Fair Catch","1","1",1
2018121610,1598,"NE",46312,"Keion Crossen","PIT",35446,"Joe Haden",2.9,1,36.86,10.1513004093072,2.79128037808249,10.24,0,0,NA,0,"Fair Catch","1","0",1
2018121610,1749,"PIT",44906,"Cameron Sutton","NE",43700,"Jonathan Jones",4.9,1,38.76,3.5106979363084,3.09930443416694,9.15,0,0,NA,0,"Fair Catch","0","0",1
2018121611,126,"LA",42816,"Troy Hill","PHI",43701,"Cre'von LeBlanc",3.8,1,45.97,19.8794491875404,3.16815469342813,9.94,0,0,4.43621621621621,13,"Return","1","1",0
2018121611,2264,"PHI",43416,"Deiondre' Hall","LA",42816,"Troy Hill",3.4,1,45.24,11.6293980927647,2.68261117452832,10.07,1,0,7.27311111111111,-5,"Return","1","1",0
2018121611,2359,"LA",35953,"Sam Shields","PHI",46652,"Chandon Sullivan",3.4,1,47.18,4.73624323699702,2.78207502973024,10.65,0,0,NA,0,"Fair Catch","1","0",1
2018121611,2359,"LA",42816,"Troy Hill","PHI",43701,"Cre'von LeBlanc",3.4,1,47.3,3.07688153818115,2.95848978294241,10.05,0,0,NA,0,"Fair Catch","0","0",1
2018121611,2543,"LA",35953,"Sam Shields","PHI",44911,"Rasul Douglas",3.4,1,53.71,0.973087868591529,3.05989018227213,10.72,0,0,NA,0,"Fair Catch","0","0",1
2018121611,3852,"PHI",46652,"Chandon Sullivan","LA",35953,"Sam Shields",5,1,43.65,2.94640458864698,2.6482009854191,9.71,0,0,NA,0,"Fair Catch","1","1",1
2018121700,231,"CAR",40130,"Kenjon Barner","NO",45648,"Justin Hardee",4.2,1,39.35,3.36217191707978,2.43335570287001,8.89,0,0,NA,0,"Fair Catch","0","1",1
2018120600,494,"JAX",46707,"Quenton Meeks","TEN",42006,"Malcolm Butler",6.9,1,43.21,14.0433364981403,2.93176989597285,9.21,1,0,-2.42,5,"Return","0","0",0
2018120600,2280,"JAX",46707,"Quenton Meeks","TEN",42006,"Malcolm Butler",5.2,1,34.99,17.601596518498,1.97913150431879,8.74,0,0,0.0445161290322602,8,"Return","1","1",0
