"gameId","playId","snapFrame","catchFrame","kickDir","returnYds","specialTeamsResult"
2018121604,2335,11,79,"L",0,"Fair Catch"
2018121604,2751,11,75,"R",0,"Fair Catch"
2018121606,448,11,72,"R",0,"Fair Catch"
2018121606,1029,11,75,"R",9,"Return"
2018121606,1149,11,76,"L",0,"Fair Catch"
2018121606,2859,11,72,"C",1,"Return"
2018121607,692,11,78,"L",8,"Return"
2018121607,1569,11,79,"R",8,"Return"
2018121610,686,11,78,"C",0,"Fair Catch"
2018121610,1598,11,80,"L",0,"Fair Catch"
2018121610,1749,11,83,"C",0,"Fair Catch"
2018121611,126,11,80,"C",13,"Return"
2018121611,2264,11,77,"C",-5,"Return"
2018121611,2359,11,82,"R",0,"Fair Catch"
2018121611,2543,11,81,"L",0,"Fair Catch"
2018121611,3852,11,78,"C",0,"Fair Catch"
2018121700,231,11,76,"R",0,"Fair Catch"
2018120600,494,11,79,"C",5,"Return"
2018120600,2280,11,80,"C",8,"Return"
2018120900,533,11,79,"R",4,"Return"
2018120900,1979,11,71,"L",0,"Fair Catch"
2018120900,3104,11,84,"C",0,"Fair Catch"
2018120900,3864,11,72,"L",0,"Fair Catch"
2018120901,2099,11,75,"C",0,"Fair Catch"
2018120901,2254,11,69,"C",22,"Return"
2018120902,2231,11,73,"R",0,"Fair Catch"
2018120902,2314,11,80,"C",0,"Fair Catch"
2018120902,2871,11,77,"R",0,"Fair Catch"
2018120902,3075,11,79,"R",19,"Return"
2018120902,3412,11,78,"C",0,"Fair Catch"
2018120902,4027,11,75,"R",6,"Return"
2018120903,1034,11,79,"L",0,"Fair Catch"
2018120903,3018,11,85,"C",0,"Fair Catch"
2018120903,3634,11,81,"C",14,"Return"
2018120904,120,11,77,"C",12,"Return"
2018120904,227,11,75,"C",26,"Return"
2018120904,563,11,78,"L",0,"Fair Catch"
2018120904,1305,11,76,"C",0,"Fair Catch"
2018120904,1694,11,80,"C",2,"Return"
2018120904,2219,11,80,"R",0,"Fair Catch"
2018120904,3557,11,76,"C",0,"Fair Catch"
2018120904,3773,11,78,"L",0,"Fair Catch"
2018120905,1824,11,73,"L",7,"Return"
2018120906,1872,11,75,"L",9,"Return"
2018120906,3167,11,69,"L",0,"Return"
2018120907,693,11,78,"C",0,"Fair Catch"
2018120907,1689,11,71,"L",0,"Fair Catch"
2018120908,1831,11,80,"C",0,"Return"
2018120908,3453,11,76,"C",-2,"Return"
2018120909,1028,11,81,"C",0,"Fair Catch"
2018120909,1729,11,81,"L",0,"Return"
2018120910,869,11,70,"L",8,"Return"
2018120910,2048,11,71,"C",0,"Fair Catch"
2018120910,2173,11,77,"C",0,"Fair Catch"
2018120910,3505,11,71,"C",0,"Return"
2018120910,4083,11,76,"C",0,"Return"
2018120911,437,11,77,"C",0,"Fair Catch"
2018120911,561,11,79,"R",0,"Fair Catch"
2018120911,2585,11,74,"C",1,"Return"
2018120911,2972,11,83,"R",0,"Fair Catch"
2018120911,4226,11,76,"C",0,"Fair Catch"
2018120912,359,11,71,"C",0,"Fair Catch"
2018120912,835,11,70,"C",0,"Return"
2018120912,1215,11,80,"C",0,"Fair Catch"
2018120912,2486,11,75,"C",0,"Fair Catch"
2018120912,3472,11,77,"C",0,"Fair Catch"
2018120912,3568,11,69,"C",9,"Return"
2018120913,2224,11,73,"C",0,"Fair Catch"
2018120913,3286,11,76,"C",0,"Fair Catch"
2018121000,1263,11,75,"C",0,"Fair Catch"
2018121000,1386,11,71,"C",12,"Return"
2018121000,2234,11,78,"C",0,"Fair Catch"
2018112900,650,11,81,"C",0,"Fair Catch"
2018120200,1457,10,77,"C",0,"Fair Catch"
2018120200,1997,11,77,"C",0,"Fair Catch"
2018120200,2771,11,82,"R",0,"Fair Catch"
2018120200,3398,11,82,"C",0,"Fair Catch"
2018120201,618,11,74,"R",1,"Return"
2018120201,3660,11,80,"L",0,"Fair Catch"
2018120201,4051,10,72,"L",0,"Fair Catch"
2018120202,3676,11,81,"L",0,"Fair Catch"
2018120203,547,11,87,"C",0,"Return"
2018120203,955,11,72,"C",24,"Return"
2018120203,2164,11,82,"C",1,"Return"
2018120203,2395,10,79,"C",0,"Fair Catch"
2018120203,2581,11,82,"C",8,"Return"
2018120203,3197,11,81,"L",6,"Return"
2018120204,503,11,68,"C",0,"Return"
2018120204,1171,11,75,"C",0,"Fair Catch"
2018120204,4265,11,75,"C",0,"Fair Catch"
2018120205,298,11,78,"R",0,"Fair Catch"
2018120205,587,11,81,"C",0,"Fair Catch"
2018120205,2427,11,77,"C",0,"Fair Catch"
2018120205,2826,11,80,"C",0,"Fair Catch"
2018120205,2932,11,82,"R",0,"Fair Catch"
2018120205,3064,11,76,"C",8,"Return"
2018120205,3666,11,79,"C",9,"Return"
2018120205,4068,11,78,"L",0,"Fair Catch"
2018120206,485,11,78,"C",6,"Return"
2018120206,2922,11,80,"R",0,"Fair Catch"
2018120206,3972,11,80,"L",0,"Fair Catch"
2018120207,465,11,81,"C",0,"Fair Catch"
2018120207,1384,11,82,"C",10,"Return"
2018120208,437,11,76,"C",0,"Fair Catch"
2018120208,3040,11,78,"R",73,"Return"
2018120208,3166,11,84,"C",0,"Fair Catch"
2018120209,1376,11,78,"L",6,"Return"
2018120209,2975,11,80,"L",0,"Fair Catch"
2018120209,3486,11,82,"R",0,"Return"
2018120210,874,11,75,"C",0,"Fair Catch"
2018120211,144,11,75,"L",4,"Return"
2018120211,3080,11,74,"L",0,"Fair Catch"
2018120211,3515,11,64,"C",0,"Fair Catch"
2018120211,3826,11,75,"R",0,"Fair Catch"
2018120211,4011,11,73,"C",0,"Fair Catch"
2018120212,731,11,75,"R",0,"Fair Catch"
2018120212,1459,11,74,"C",0,"Fair Catch"
2018120212,1621,11,75,"L",4,"Return"
2018120213,310,11,75,"R",0,"Fair Catch"
2018120213,467,11,77,"R",0,"Fair Catch"
2018120213,2952,11,73,"L",0,"Fair Catch"
2018120300,547,11,72,"C",4,"Return"
2018120300,1201,11,69,"C",0,"Fair Catch"
2018120300,3332,11,77,"R",1,"Return"
2018120300,3816,11,79,"C",0,"Fair Catch"
2018112200,133,11,76,"C",14,"Return"
2018112200,241,11,80,"C",8,"Return"
2018112200,692,11,79,"L",8,"Return"
2018112200,790,11,74,"C",1,"Return"
2018112200,2451,11,80,"L",0,"Fair Catch"
2018112201,534,11,78,"L",0,"Fair Catch"
2018112201,2217,11,77,"C",0,"Fair Catch"
2018112201,2856,11,76,"C",0,"Fair Catch"
2018112202,2237,11,79,"C",0,"Fair Catch"
2018112202,2333,11,83,"C",0,"Fair Catch"
2018112500,1461,11,81,"L",0,"Fair Catch"
2018112500,1748,11,62,"C",9,"Return"
2018112501,1385,11,66,"C",0,"Fair Catch"
2018112501,2407,11,77,"R",9,"Return"
2018112501,2778,11,82,"R",0,"Fair Catch"
2018112502,117,11,76,"R",5,"Return"
2018112502,523,11,80,"C",14,"Return"
2018112502,1166,11,82,"C",0,"Fair Catch"
2018112503,954,11,79,"C",0,"Return"
2018112503,2446,11,77,"C",6,"Return"
2018112504,668,11,75,"R",0,"Fair Catch"
2018112504,996,11,74,"C",0,"Fair Catch"
2018112504,1109,11,79,"C",0,"Fair Catch"
2018112504,1202,11,77,"R",0,"Fair Catch"
2018112505,1469,11,75,"C",0,"Return"
2018112505,3680,11,77,"C",0,"Return"
2018112505,3789,11,76,"L",1,"Return"
2018112506,496,11,75,"C",0,"Fair Catch"
2018112506,947,11,82,"C",9,"Return"
2018112506,3125,11,75,"C",16,"Return"
2018112507,120,11,80,"C",0,"Fair Catch"
2018112507,3661,11,87,"C",0,"Fair Catch"
2018112508,1025,11,80,"C",23,"Return"
2018112508,2594,11,82,"C",5,"Return"
2018112508,2995,11,81,"C",0,"Fair Catch"
2018112508,3232,11,76,"C",0,"Fair Catch"
2018112509,1242,11,79,"C",0,"Fair Catch"
2018112509,3012,11,78,"C",0,"Fair Catch"
2018112509,3830,11,82,"L",0,"Fair Catch"
2018112510,167,11,77,"C",13,"Return"
2018112510,272,11,82,"C",0,"Fair Catch"
2018112600,2775,11,74,"C",16,"Return"
2018112600,3013,11,81,"R",0,"Fair Catch"
2018112600,3685,11,70,"C",0,"Fair Catch"
2018111500,1074,11,82,"C",0,"Fair Catch"
2018111500,1702,11,80,"C",0,"Fair Catch"
2018111500,2493,11,80,"C",0,"Fair Catch"
2018111500,2681,11,83,"C",0,"Fair Catch"
2018111500,2766,11,79,"R",9,"Return"
2018111800,263,11,77,"C",0,"Fair Catch"
2018111800,1230,11,75,"R",0,"Fair Catch"
2018111801,140,11,79,"C",0,"Fair Catch"
2018111801,621,11,77,"L",0,"Fair Catch"
2018111801,776,11,69,"C",38,"Return"
2018111801,981,11,73,"R",0,"Fair Catch"
2018111801,1530,11,79,"L",0,"Fair Catch"
2018111801,3999,11,75,"L",8,"Return"
2018111802,128,11,75,"C",0,"Fair Catch"
2018111802,1485,11,77,"C",11,"Return"
2018111802,2310,11,71,"L",10,"Return"
2018111803,1089,11,84,"L",0,"Fair Catch"
2018111803,1180,11,76,"C",-1,"Return"
2018111803,3604,11,84,"L",0,"Fair Catch"
2018111804,330,11,75,"L",0,"Fair Catch"
2018111804,1342,11,76,"R",0,"Fair Catch"
2018111804,1582,11,71,"C",10,"Return"
2018111804,2351,11,78,"C",0,"Fair Catch"
2018111804,3422,11,73,"L",4,"Return"
2018111806,580,11,80,"R",16,"Return"
2018111806,2696,11,80,"R",0,"Fair Catch"
2018111807,746,11,82,"C",12,"Return"
2018111807,1686,11,80,"C",0,"Fair Catch"
2018111807,2153,11,75,"L",0,"Fair Catch"
2018111807,3083,11,85,"R",16,"Return"
2018111808,687,11,75,"L",2,"Return"
2018111808,2022,11,80,"C",0,"Fair Catch"
2018111808,2668,11,75,"L",0,"Fair Catch"
2018111808,4107,11,72,"C",0,"Fair Catch"
2018111809,145,11,64,"C",0,"Return"
2018111809,462,11,64,"C",0,"Fair Catch"
2018111809,1716,11,75,"C",0,"Fair Catch"
2018111810,289,11,84,"R",0,"Fair Catch"
2018111810,1862,11,80,"L",7,"Return"
2018111810,2312,11,86,"C",0,"Fair Catch"
2018111810,3296,11,74,"C",11,"Return"
2018111900,512,11,72,"C",-3,"Return"
2018111900,4606,11,81,"C",0,"Fair Catch"
2018111100,570,11,73,"R",0,"Fair Catch"
2018111100,939,11,79,"C",0,"Fair Catch"
2018111101,1057,11,79,"C",0,"Fair Catch"
2018111102,145,11,75,"L",0,"Fair Catch"
2018111102,333,11,75,"C",0,"Fair Catch"
2018111102,2114,11,79,"L",0,"Fair Catch"
2018111103,576,11,71,"C",19,"Return"
2018111104,385,11,80,"C",0,"Fair Catch"
2018111104,505,11,106,"L",1,"Return"
2018111104,1029,10,80,"C",6,"Return"
2018111104,3472,11,75,"C",0,"Fair Catch"
2018111105,1907,11,81,"C",6,"Return"
2018111105,2899,11,83,"R",2,"Return"
2018111105,3762,11,79,"R",0,"Fair Catch"
2018111106,201,11,74,"C",8,"Return"
2018111106,323,11,69,"C",15,"Return"
2018111106,409,11,65,"C",17,"Return"
2018111106,1139,11,78,"C",21,"Return"
2018111106,2396,11,65,"C",0,"Fair Catch"
2018111106,3089,11,75,"R",0,"Fair Catch"
2018111107,3321,11,77,"C",0,"Fair Catch"
2018111108,1633,11,74,"L",0,"Fair Catch"
2018111108,2649,11,76,"C",0,"Fair Catch"
2018111108,3238,11,76,"L",12,"Return"
2018111109,1413,11,79,"C",7,"Return"
2018111109,2067,11,82,"C",0,"Fair Catch"
2018111109,2425,11,83,"R",0,"Fair Catch"
2018111109,3578,8,73,"R",6,"Return"
2018111110,1095,11,79,"R",11,"Return"
2018111110,4058,11,82,"L",9,"Return"
2018111111,216,11,78,"L",12,"Return"
2018111111,603,11,67,"C",0,"Return"
2018111200,1271,11,76,"C",0,"Fair Catch"
2018111200,3165,11,75,"C",0,"Fair Catch"
2018110100,1675,11,71,"C",0,"Fair Catch"
2018110100,2687,10,75,"C",0,"Fair Catch"
2018110100,3679,11,79,"C",0,"Fair Catch"
2018110401,260,11,78,"L",0,"Fair Catch"
2018110401,1221,11,79,"L",0,"Fair Catch"
2018110401,1319,11,67,"C",5,"Return"
2018110402,198,11,69,"R",0,"Fair Catch"
2018110402,580,11,83,"C",0,"Fair Catch"
2018110402,2327,11,83,"R",0,"Fair Catch"
2018110403,3760,11,74,"R",1,"Return"
2018110403,4011,11,76,"R",0,"Fair Catch"
2018110404,137,11,79,"C",0,"Fair Catch"
2018110404,230,11,68,"R",0,"Fair Catch"
2018110404,408,11,77,"C",0,"Fair Catch"
2018110404,515,11,82,"C",19,"Return"
2018110404,639,11,88,"C",0,"Fair Catch"
2018110404,1140,11,70,"C",0,"Fair Catch"
2018110404,2134,11,77,"C",0,"Fair Catch"
2018110404,2319,11,84,"C",8,"Return"
2018110404,2496,11,80,"C",9,"Return"
2018110404,2908,11,75,"L",0,"Fair Catch"
2018110405,544,11,71,"C",0,"Fair Catch"
2018110405,2431,8,74,"C",0,"Fair Catch"
2018110405,2559,11,78,"C",0,"Fair Catch"
2018110406,597,11,81,"C",4,"Return"
2018110406,1038,11,81,"C",0,"Fair Catch"
2018110406,2587,11,84,"R",0,"Fair Catch"
2018110406,2965,11,81,"C",0,"Return"
2018110406,3140,8,79,"C",0,"Fair Catch"
2018110407,329,11,81,"C",16,"Return"
2018110407,1368,11,78,"C",5,"Return"
2018110407,1701,11,76,"C",0,"Return"
2018110407,2212,11,89,"R",0,"Return"
2018110407,2301,11,73,"L",-3,"Return"
2018110408,879,11,73,"L",-2,"Return"
2018110408,2333,11,67,"C",6,"Return"
2018110408,2989,11,87,"C",0,"Return"
2018110409,2864,11,76,"C",0,"Fair Catch"
2018110410,1386,11,82,"C",0,"Fair Catch"
2018110410,2299,11,76,"C",0,"Fair Catch"
2018110410,3835,11,82,"R",0,"Fair Catch"
2018110500,2162,11,70,"C",7,"Return"
2018102500,386,11,68,"C",8,"Return"
2018102500,1210,11,83,"C",0,"Fair Catch"
2018102500,2049,11,75,"C",0,"Fair Catch"
2018102500,2060,11,77,"R",0,"Fair Catch"
2018102500,2615,11,78,"R",0,"Fair Catch"
2018102500,3779,11,81,"C",13,"Return"
2018102500,4080,11,69,"R",0,"Fair Catch"
2018102800,1437,11,77,"C",8,"Return"
2018102800,2455,11,82,"C",23,"Return"
2018102802,1246,11,78,"C",0,"Fair Catch"
2018102802,3855,11,78,"C",0,"Fair Catch"
2018102803,3261,10,73,"R",0,"Fair Catch"
2018102803,4054,11,81,"R",12,"Return"
2018102804,3188,11,75,"C",5,"Return"
2018102804,3377,11,82,"R",0,"Fair Catch"
2018102804,3842,11,77,"C",3,"Return"
2018102805,115,11,71,"C",14,"Return"
2018102805,3622,11,79,"R",2,"Return"
2018102805,3716,11,79,"R",4,"Return"
2018102806,3175,11,75,"L",0,"Fair Catch"
2018102807,651,11,79,"C",23,"Return"
2018102807,2487,11,79,"C",9,"Return"
2018102807,3568,11,83,"C",0,"Fair Catch"
2018102808,420,11,76,"C",10,"Return"
2018102809,543,11,73,"L",0,"Fair Catch"
2018102809,785,11,75,"C",0,"Fair Catch"
2018102809,1866,11,76,"C",0,"Fair Catch"
2018102809,2190,11,73,"C",0,"Fair Catch"
2018102810,724,11,69,"C",13,"Return"
2018102810,1069,11,80,"R",0,"Fair Catch"
2018102810,1155,11,79,"C",2,"Return"
2018102811,2652,11,77,"C",0,"Fair Catch"
2018102811,3697,11,71,"C",0,"Fair Catch"
2018102900,3178,11,70,"C",2,"Return"
2018102900,3646,11,73,"L",0,"Fair Catch"
2018101800,887,11,80,"C",0,"Fair Catch"
2018101800,1126,11,73,"L",15,"Return"
2018101800,1346,11,79,"L",0,"Fair Catch"
2018101800,1725,11,75,"L",0,"Fair Catch"
2018101800,3360,11,73,"L",0,"Fair Catch"
2018102100,3032,11,78,"R",0,"Fair Catch"
2018102101,789,11,79,"C",0,"Fair Catch"
2018102102,4052,11,77,"C",0,"Fair Catch"
2018102103,337,11,74,"R",0,"Fair Catch"
2018102103,528,11,78,"L",0,"Fair Catch"
2018102103,2579,11,76,"L",0,"Fair Catch"
2018102104,995,11,70,"C",0,"Fair Catch"
2018102104,2996,11,74,"C",0,"Fair Catch"
2018102104,3798,11,73,"C",0,"Fair Catch"
2018102105,738,11,72,"C",9,"Return"
2018102106,581,11,79,"R",19,"Return"
2018102106,2576,11,86,"C",6,"Return"
2018102107,744,11,79,"C",0,"Fair Catch"
2018102107,1497,11,79,"C",8,"Return"
2018102107,1587,11,84,"L",0,"Fair Catch"
2018102107,1729,11,77,"C",0,"Fair Catch"
2018102107,2406,11,74,"L",5,"Return"
2018102108,130,11,72,"C",3,"Return"
2018102108,791,11,80,"C",13,"Return"
2018102108,1103,11,81,"C",1,"Return"
2018102108,3353,11,75,"C",9,"Return"
2018102110,148,11,67,"C",0,"Fair Catch"
2018102110,620,11,81,"R",0,"Fair Catch"
2018102110,1029,11,74,"R",5,"Return"
2018102110,1412,11,78,"C",1,"Return"
2018102110,2220,11,80,"C",0,"Fair Catch"
2018102110,2360,11,82,"C",0,"Fair Catch"
2018102110,2448,11,80,"C",3,"Return"
2018102111,126,11,94,"L",6,"Return"
2018102111,3155,11,78,"L",0,"Fair Catch"
2018102200,682,11,82,"C",0,"Fair Catch"
2018101100,615,4,68,"C",0,"Fair Catch"
2018101100,1288,11,78,"C",3,"Return"
2018101100,3539,11,84,"C",9,"Return"
2018101400,1655,11,84,"R",9,"Return"
2018101401,262,11,77,"C",0,"Fair Catch"
2018101401,1376,11,79,"C",6,"Return"
2018101401,2661,11,76,"L",15,"Return"
2018101401,2901,11,72,"L",0,"Fair Catch"
2018101401,3194,11,75,"C",0,"Fair Catch"
2018101402,899,11,78,"C",0,"Fair Catch"
2018101402,3314,11,75,"C",0,"Fair Catch"
2018101403,2424,11,75,"C",0,"Return"
2018101404,161,11,80,"C",0,"Fair Catch"
2018101405,1888,11,79,"C",0,"Fair Catch"
2018101405,2902,11,77,"C",0,"Fair Catch"
2018101406,2021,11,84,"R",0,"Fair Catch"
2018101407,1573,11,76,"L",0,"Fair Catch"
2018101408,251,11,80,"C",1,"Return"
2018101408,1939,11,70,"C",10,"Return"
2018101409,129,11,77,"C",3,"Return"
2018101409,459,11,72,"L",0,"Fair Catch"
2018101409,1449,11,74,"L",0,"Fair Catch"
2018101409,1649,11,82,"C",0,"Fair Catch"
2018101410,117,11,81,"C",3,"Return"
2018101410,1258,11,78,"C",0,"Fair Catch"
2018101410,2085,11,74,"C",6,"Return"
2018101500,696,11,77,"C",0,"Fair Catch"
2018101500,2662,11,65,"C",0,"Fair Catch"
2018101500,3265,11,79,"C",6,"Return"
2018101500,3476,11,78,"R",0,"Fair Catch"
2018100400,554,11,76,"R",0,"Fair Catch"
2018100700,584,11,83,"L",0,"Fair Catch"
2018100701,173,11,84,"C",-3,"Return"
2018100701,1150,11,78,"L",0,"Fair Catch"
2018100701,2132,11,85,"C",0,"Return"
2018100702,247,11,77,"R",0,"Fair Catch"
2018100702,1722,11,75,"R",0,"Fair Catch"
2018100702,2497,11,82,"C",6,"Return"
2018100703,818,11,77,"L",0,"Return"
2018100703,1458,11,81,"L",0,"Fair Catch"
2018100703,1543,11,79,"R",0,"Fair Catch"
2018100703,3129,11,113,"R",10,"Return"
2018100704,1568,11,76,"R",0,"Fair Catch"
2018100704,3913,11,81,"C",2,"Return"
2018100705,668,11,86,"L",2,"Return"
2018100705,2406,11,88,"C",0,"Fair Catch"
2018100705,4518,11,82,"C",6,"Return"
2018100706,1103,11,77,"L",0,"Fair Catch"
2018100706,2167,11,72,"C",3,"Return"
2018100706,3032,11,86,"L",0,"Fair Catch"
2018100707,1695,11,82,"C",0,"Return"
2018100707,2303,11,81,"C",0,"Fair Catch"
2018100708,1237,11,75,"R",0,"Fair Catch"
2018100709,3311,1,63,"C",0,"Fair Catch"
2018100711,156,11,52,"C",-3,"Return"
2018100711,3642,11,79,"C",0,"Fair Catch"
2018100712,1052,11,83,"C",0,"Fair Catch"
2018100712,2943,11,85,"C",0,"Return"
2018100712,3630,11,73,"C",22,"Return"
2018100712,4211,11,79,"C",0,"Fair Catch"
2018092700,1895,11,75,"R",0,"Fair Catch"
2018092700,3422,11,78,"C",4,"Return"
2018093000,2659,11,76,"C",0,"Fair Catch"
2018093001,1656,11,81,"L",0,"Fair Catch"
2018093001,3107,11,76,"C",0,"Fair Catch"
2018093002,428,11,77,"L",0,"Fair Catch"
2018093002,2352,11,79,"R",0,"Fair Catch"
2018093003,126,11,79,"C",9,"Return"
2018093003,354,11,76,"C",0,"Fair Catch"
2018093003,799,11,74,"R",6,"Return"
2018093003,1173,11,79,"R",1,"Return"
2018093003,1327,11,78,"C",0,"Fair Catch"
2018093003,3281,11,87,"R",0,"Fair Catch"
2018093004,1181,11,60,"L",0,"Fair Catch"
2018093004,1631,11,58,"R",0,"Fair Catch"
2018093004,1734,11,75,"R",5,"Return"
2018093004,2001,11,59,"C",0,"Fair Catch"
2018093004,3535,11,78,"R",19,"Return"
2018093005,725,11,102,"C",0,"Return"
2018093005,2985,11,74,"C",8,"Return"
2018093005,3121,11,63,"C",7,"Return"
2018093005,3646,11,88,"L",0,"Fair Catch"
2018093005,4036,11,75,"C",3,"Return"
2018093006,971,11,79,"C",24,"Return"
2018093006,3313,11,82,"C",5,"Return"
2018093007,1060,11,75,"C",0,"Fair Catch"
2018093008,193,11,74,"L",0,"Fair Catch"
2018093008,2376,11,65,"C",8,"Return"
2018093009,125,11,70,"C",9,"Return"
2018093009,221,11,76,"C",12,"Return"
2018093009,2630,11,80,"C",0,"Fair Catch"
2018093009,2880,11,70,"C",0,"Fair Catch"
2018093009,3279,11,79,"C",11,"Return"
2018093009,4067,11,78,"C",0,"Fair Catch"
