"gameId","playId","gunnerTeam","gunnerId","gunnerName","viseTeam","viseId","viseName","timeToBeatVise","firstManDown","disFromLOS","disFromReturner","speedDev","topSpeed","tackle","missedTackle","squeezeDis","returnYds","specialTeamsResult","release","correctRelease"
2018123001,1223,"MIA",45312,"Maurice Smith","BUF",42719,"Denzel Rice",7.5,0,36.89,1.52082214607757,2.88777863547473,8.54,1,0,-0.738,0,"Return",1,1
2018123001,1223,"MIA",41354,"Walt Aikens","BUF",43737,"Lafayette Pitts",7.2,1,30.42,5.21460449123421,1.83186878471309,6.87,0,0,-0.738,0,"Return",1,1
2018123001,1326,"BUF",43737,"Lafayette Pitts","MIA",46278,"Cornell Armstrong",6.9,0,28.72,6.75192565124943,2.59870426629048,8.49,0,0,6.0815,8,"Return",1,1
2018123001,1326,"BUF",46223,"Siran Neal","MIA",42488,"Bobby McCain",5.6,1,27.42,17.4163629957578,3.22234697076525,9.86,1,0,6.0815,8,"Return",0,1
2018123001,1445,"MIA",46278,"Cornell Armstrong","BUF",46698,"Levi Wallace",5.1,1,28.21,4.8939145885477,3.03191955520893,9.84,0,0,NA,0,"Fair Catch",1,1
2018123001,1445,"MIA",45312,"Maurice Smith","BUF",44839,"Tre'Davious White",5.7,0,31.32,3.12349163597407,2.69654911135963,8.58,0,0,NA,0,"Fair Catch",0,1
2018123001,1538,"BUF",43737,"Lafayette Pitts","MIA",46278,"Cornell Armstrong",4.5,0,27.15,6.28,3.07198444291445,9.05,0,0,2.536,1,"Return",1,1
2018123001,1538,"BUF",46223,"Siran Neal","MIA",42488,"Bobby McCain",3.6,1,27.96,6.45006976706454,3.05750771064823,8.7,1,0,2.536,1,"Return",1,1
2018123001,2289,"MIA",41354,"Walt Aikens","BUF",42719,"Denzel Rice",7.4,1,42.21,11.5737331920172,3.00663819563256,9.75,0,0,11.1977192982456,9,"Return",0,0
2018123001,2289,"MIA",45312,"Maurice Smith","BUF",43737,"Lafayette Pitts",11.4,0,41.39,14.5273156501812,2.90450353190062,9.2,0,0,11.1977192982456,9,"Return",1,1
2018123001,3338,"BUF",42719,"Denzel Rice","MIA",46278,"Cornell Armstrong",3.7,1,41.68,3.95800454774877,3.00940744984709,10.73,0,0,NA,0,"Fair Catch",1,1
2018123001,3338,"BUF",46223,"Siran Neal","MIA",46080,"Minkah Fitzpatrick",6.5,0,46.58,5.86113470242751,2.75268193348991,9.72,0,0,NA,0,"Fair Catch",0,1
2018123002,1499,"GB",46202,"J'Mon Moore","DET",46823,"Mike Ford",3.5,1,41.93,6.48623928019928,2.82832286706886,9.86,0,0,NA,0,"Fair Catch",1,1
2018123002,1499,"GB",39402,"Eddie Pleasant","DET",39984,"Darius Slay",3.8,0,37.85,4.13407788992902,2.65173558005667,10.09,0,0,NA,0,"Fair Catch",1,0
2018123002,2362,"GB",46202,"J'Mon Moore","DET",40200,"Marcus Cooper",8.9,1,41.91,6.82525457400675,2.22375925986373,9.85,0,0,12.3216393442623,25,"Return",1,1
2018123002,2362,"GB",39402,"Eddie Pleasant","DET",45657,"Dee Virgin",NA,0,29.62,19.9523933401484,2.3368030950434,7.7,0,0,12.3216393442623,25,"Return",0,0
2018123002,2503,"DET",46777,"Chris Lacy","GB",46233,"Natrell Jamerson",6.9,0,34.62,7.46769710151664,2.6457846782029,8.66,0,0,NA,0,"Fair Catch",0,0
2018123002,2503,"DET",45657,"Dee Virgin","GB",46724,"Tony Brown",4.2,1,34.41,15.8430426370694,2.66286792306467,9.21,0,0,NA,0,"Fair Catch",0,0
2018123002,3146,"DET",46777,"Chris Lacy","GB",46233,"Natrell Jamerson",6.7,0,39.14,19.4339908407923,3.26180615075135,9.47,0,0,7.96530612244898,0,"Return",0,0
2018123002,3146,"DET",45657,"Dee Virgin","GB",46724,"Tony Brown",4.4,1,43.2,4.19042957225151,3.00009111964795,10.48,0,1,7.96530612244898,0,"Return",0,0
2018123003,1209,"JAX",46707,"Quenton Meeks","HOU",39012,"Johnson Bademosi",6.5,1,38.61,9.90016161484246,2.27435310970024,8.8,0,0,-3.49820512820513,11,"Return",0,0
2018123003,1209,"JAX",46130,"D.J. Chark","HOU",45070,"Deante Burton",7.3,0,36.76,17.3032077950882,2.4577479350421,8.87,1,0,-3.49820512820513,11,"Return",0,0
2018123003,1560,"JAX",46707,"Quenton Meeks","HOU",39012,"Johnson Bademosi",8.3,1,43.14,13.2158427654085,2.6809448559149,9.87,0,0,-1.8972972972973,1,"Return",0,0
2018123003,1560,"JAX",46710,"C.J. Reavis","HOU",45070,"Deante Burton",10.2,0,45.33,3.84520480598889,2.88538816824963,9.96,0,0,-1.8972972972973,1,"Return",1,1
2018123003,2252,"JAX",46707,"Quenton Meeks","HOU",39012,"Johnson Bademosi",4.8,1,53.27,5.67115508516562,2.92576249470776,10.1,0,0,NA,0,"Fair Catch",0,1
2018123003,2252,"JAX",46710,"C.J. Reavis","HOU",45070,"Deante Burton",5.6,0,43.19,7.2721454880936,2.78911130913358,9.67,0,0,NA,0,"Fair Catch",1,1
2018123003,2679,"JAX",46707,"Quenton Meeks","HOU",39012,"Johnson Bademosi",4.2,1,40.89,6.15018698902724,2.79723124101211,9.65,0,0,NA,0,"Fair Catch",0,0
2018123003,2679,"JAX",46130,"D.J. Chark","HOU",45070,"Deante Burton",NA,0,34.6,13.3877929473084,2.15418163372228,7.67,0,0,NA,0,"Fair Catch",0,0
2018123003,2867,"HOU",46778,"A.J. Moore","JAX",46700,"Tre Herndon",8.2,0,43.55,6.03928803750906,2.87554024399389,9.64,0,0,NA,0,"Fair Catch",0,0
2018123003,2867,"HOU",39012,"Johnson Bademosi","JAX",46707,"Quenton Meeks",3.3,1,40.52,4.3955090717686,2.78798367918317,9.5,0,0,NA,0,"Fair Catch",1,1
2018123003,3020,"JAX",46707,"Quenton Meeks","HOU",39012,"Johnson Bademosi",NA,0,28.76,22.5987654530065,2.48775253513213,8.16,0,0,NA,0,"Fair Catch",0,1
2018123003,3020,"JAX",46710,"C.J. Reavis","HOU",45070,"Deante Burton",7.6,1,44.8,2.25197690929548,2.75664699242487,9.49,0,0,NA,0,"Fair Catch",0,0
2018123003,3377,"JAX",46707,"Quenton Meeks","HOU",39012,"Johnson Bademosi",9.8,1,35.98,19.4849608672946,2.35492492616378,8.59,1,0,4.67246376811594,30,"Return",0,0
2018123003,3377,"JAX",46710,"C.J. Reavis","HOU",45070,"Deante Burton",11.4,0,39.06,12.2272155456588,2.79347704038449,9.37,0,0,4.67246376811594,30,"Return",1,1
2018123003,3512,"HOU",46778,"A.J. Moore","JAX",46700,"Tre Herndon",5.8,1,32.82,5.47156284803528,2.55669774283436,8.95,0,0,NA,0,"Fair Catch",1,0
2018123003,3512,"HOU",39012,"Johnson Bademosi","JAX",46707,"Quenton Meeks",NA,0,28.46,14.1400035360675,2.50239281817788,8.54,0,0,NA,0,"Fair Catch",0,0
2018123004,465,"KC",46265,"Tremon Smith","OAK",44836,"Gareon Conley",3.1,1,28.92,6.14886168327114,2.60326678708154,9.06,0,0,NA,0,"Fair Catch",1,1
2018123004,465,"KC",45369,"Marcus Kemp","OAK",40353,"Rashaan Melvin",5.4,0,38.99,10.6001179238723,2.93088408190822,9.36,0,0,NA,0,"Fair Catch",0,1
2018123005,639,"MIN",42397,"Ameer Abdullah","CHI",46787,"Kevin Toliver",6.5,0,48.99,8.43155976080346,2.72814701599151,9.26,0,0,NA,0,"Fair Catch",0,0
2018123005,639,"MIN",43533,"Jayron Kearse","CHI",42350,"Kevin White",6.2,1,50.85,6.44810049549478,3.05311290482472,10.11,0,0,NA,0,"Fair Catch",0,0
2018123005,1649,"MIN",42397,"Ameer Abdullah","CHI",46787,"Kevin Toliver",6.8,0,46.74,3.49200515463538,2.28051057061994,9.2,0,0,NA,0,"Fair Catch",0,0
2018123005,1649,"MIN",43533,"Jayron Kearse","CHI",42350,"Kevin White",5.7,1,31.74,17.1054055783545,2.55207341019411,8.37,0,0,NA,0,"Fair Catch",1,1
2018123005,2386,"CHI",46787,"Kevin Toliver","MIN",46466,"Holton Hill",5.6,0,38.02,3.00261552650351,2.24727682289305,8.7,0,0,NA,0,"Fair Catch",1,0
2018123005,2386,"CHI",45265,"Taquan Mizzell","MIN",43343,"Mackensie Alexander",4.1,1,39.09,3.23396042028965,2.56931795003464,9.69,0,0,NA,0,"Fair Catch",1,1
2018123006,217,"NE",43700,"Jonathan Jones","NYJ",43422,"Rashard Robinson",5.7,1,26.62,17.8955329621668,2.5509553681853,8.78,0,0,NA,0,"Fair Catch",0,0
2018123006,217,"NE",33234,"Matthew Slater","NYJ",45017,"Derrick Jones",5.9,0,31.49,1.07415082739809,2.85206258994244,9.34,0,0,NA,0,"Fair Catch",0,1
2018123006,2157,"NE",33234,"Matthew Slater","NYJ",43422,"Rashard Robinson",4.1,1,41.63,1.42667445480741,2.7928956417263,9.55,1,0,3.01380952380951,0,"Return",1,0
2018123006,2157,"NE",43700,"Jonathan Jones","NYJ",45017,"Derrick Jones",5.5,0,35.58,13.6826897940427,2.74185345751987,10.35,0,0,3.01380952380951,0,"Return",0,0
2018123006,2774,"NE",33234,"Matthew Slater","NYJ",46248,"Parry Nickerson",8.1,0,44.21,1.49345237620755,2.93995129445191,9.41,0,0,NA,0,"Fair Catch",0,1
2018123006,2774,"NE",43700,"Jonathan Jones","NYJ",37212,"Buster Skrine",3.3,1,27.23,27.3519359461081,2.16086704920546,8.03,0,0,NA,0,"Fair Catch",0,0
2018123006,3725,"NYJ",46273,"Trenton Cannon","NE",43700,"Jonathan Jones",4.4,0,40.62,10.2800048638121,3.00263751486157,9.97,0,0,NA,0,"Fair Catch",0,0
2018123006,3725,"NYJ",43530,"Charone Peake","NE",46312,"Keion Crossen",4.1,1,43.71,3.13805672351537,3.00552358050578,9.94,0,0,NA,0,"Fair Catch",0,1
2018123007,586,"NO",46160,"Tre'Quan Smith","CAR",43351,"James Bradberry",2.8,1,27.63,4.23018912106776,2.61555573391871,9.31,0,0,NA,0,"Fair Catch",1,1
2018123007,586,"NO",45648,"Justin Hardee","CAR",46124,"Donte Jackson",7.2,0,32.85,4.56601576869813,2.80751485882794,9.26,0,0,NA,0,"Fair Catch",0,1
2018123007,2290,"NO",43525,"Dwayne Washington","CAR",46124,"Donte Jackson",6.9,0,34.19,1.05475115548644,3.12257087857595,9.24,0,0,NA,0,"Fair Catch",1,1
2018123007,2290,"NO",45648,"Justin Hardee","CAR",44965,"Corn Elder",2.7,1,34.9,3.42794399020754,2.85288773998347,9.35,0,0,NA,0,"Fair Catch",1,1
2018123008,394,"DAL",43501,"Kavon Frazier","NYG",42499,"Tony Lippett",4.1,1,30.5,2.99041803097827,2.67974676551213,9.19,0,0,NA,0,"Fair Catch",1,1
2018123008,394,"DAL",42094,"C.J. Goodwin","NYG",40062,"B.W. Webb",4.6,0,35.1,2.26982378170641,2.79642302324626,9.96,0,0,NA,0,"Fair Catch",1,0
2018123009,290,"PIT",44906,"Cameron Sutton","CIN",43363,"KeiVarae Russell",6.9,1,39.92,13.9211637444576,1.90733519241687,8.61,0,0,NA,0,"Fair Catch",0,0
2018123009,290,"PIT",34458,"Darrius Heyward-Bey","CIN",46239,"Darius Phillips",7.8,0,42.79,4.45405433285227,2.34852400235723,9.46,0,0,NA,0,"Fair Catch",0,1
2018123009,756,"CIN",45020,"Brandon Wilson","PIT",43314,"Artie Burns",11.4,0,46.57,4.66977515518681,2.84390509781131,10.16,0,1,7.85728813559322,10,"Return",1,1
2018123009,756,"CIN",46239,"Darius Phillips","PIT",44986,"Brian Allen",11.3,1,43.25,8.58699598229788,3.04522169531401,10.47,0,0,7.85728813559322,10,"Return",1,1
2018123009,1176,"PIT",44906,"Cameron Sutton","CIN",43363,"KeiVarae Russell",7.5,0,35.98,8.99217437553343,2.1862764605385,8.48,0,0,-9.73704545454546,1,"Return",0,0
2018123009,1176,"PIT",34458,"Darrius Heyward-Bey","CIN",46239,"Darius Phillips",6.9,1,28.78,6.62794840052335,2.0868493901056,7.42,0,0,-9.73704545454546,1,"Return",0,0
2018123009,1968,"CIN",45020,"Brandon Wilson","PIT",43314,"Artie Burns",3,1,41.22,2.3950782868207,2.65760880052169,9.8,0,0,NA,0,"Fair Catch",1,1
2018123009,1968,"CIN",46239,"Darius Phillips","PIT",44986,"Brian Allen",7.9,0,40.37,3.10074184671991,2.72837311723882,10.23,0,0,NA,0,"Fair Catch",1,1
2018123009,2354,"PIT",34458,"Darrius Heyward-Bey","CIN",43363,"KeiVarae Russell",5.7,0,32.86,1.22118794622286,3.19646373608419,9.71,0,0,NA,0,"Fair Catch",0,0
2018123009,2354,"PIT",44986,"Brian Allen","CIN",46239,"Darius Phillips",3.6,1,35.82,2.7594927070025,2.45520092425677,9.43,0,0,NA,0,"Fair Catch",1,1
2018123009,2752,"CIN",43363,"KeiVarae Russell","PIT",43314,"Artie Burns",3.7,1,38.48,10.2975968070225,2.43146424368083,9.41,0,0,NA,0,"Fair Catch",1,1
2018123009,2752,"CIN",46239,"Darius Phillips","PIT",44986,"Brian Allen",3.8,0,46.44,2.16601015694757,3.17407772703338,10.52,0,0,NA,0,"Fair Catch",0,0
2018123010,823,"ATL",46263,"Russell Gage","TB",43397,"Ryan Smith",7.2,0,44.24,6.43386353601007,2.59939284697916,9.79,0,0,NA,0,"Fair Catch",1,1
2018123010,823,"ATL",38707,"Justin Bethel","TB",43994,"De'Vante Harris",4.1,1,47.28,2.0768485741623,3.03795721135056,9.79,0,0,NA,0,"Fair Catch",0,0
2018123010,1005,"TB",45334,"Bobo Wilson","ATL",40008,"Robert Alford",4.1,0,42.08,3.3380832823643,3.10881883070476,10.15,0,0,NA,0,"Fair Catch",0,0
2018123010,1005,"TB",43397,"Ryan Smith","ATL",46127,"Isaiah Oliver",3.4,1,39.66,1.54324333790884,2.81015625576554,10,0,0,NA,0,"Fair Catch",1,1
2018123010,3345,"TB",45334,"Bobo Wilson","ATL",46127,"Isaiah Oliver",6.8,1,41.59,2.89067466173556,2.59091612693495,9.24,0,0,NA,0,"Fair Catch",1,0
2018123010,3345,"TB",43994,"De'Vante Harris","ATL",46263,"Russell Gage",6.9,0,33.83,13.2780006025004,2.65278150441097,9.23,0,0,NA,0,"Fair Catch",1,1
2018123011,1664,"TEN",43446,"LeShaun Sims","IND",41356,"Pierre Desir",4.8,0,41.17,8.61469094048068,3.25527677547096,10.14,0,0,NA,0,"Fair Catch",0,1
2018123011,1664,"TEN",46221,"Dane Cruikshank","IND",43554,"Chris Milton",2.4,1,31.67,3.34252898267165,2.88472474942763,10.3,0,0,NA,0,"Fair Catch",1,1
2018123011,2663,"TEN",46846,"Joshua Kalu","IND",41356,"Pierre Desir",7.7,0,33.62,10.953812121814,2.78766270653116,9.35,0,0,NA,0,"Fair Catch",0,1
2018123011,2663,"TEN",46221,"Dane Cruikshank","IND",43554,"Chris Milton",4.9,1,33.31,5.54633212132126,3.07607851630311,10.1,0,0,NA,0,"Fair Catch",1,1
2018123011,2834,"TEN",46846,"Joshua Kalu","IND",41356,"Pierre Desir",5.1,0,33.06,23.6880771697493,2.49811761186859,8.8,0,0,-2.90055555555556,0,"Return",1,1
2018123011,2834,"TEN",46221,"Dane Cruikshank","IND",43554,"Chris Milton",4.2,1,50.76,3.34970147923661,3.35995096734815,10.4,1,0,-2.90055555555556,0,"Return",0,0
2018123012,608,"WAS",44952,"Jehu Chesson","PHI",46194,"Avonte Maddox",7.2,0,31.92,21.7066856060523,2.89443276768126,9.75,0,0,0.902631578947364,2,"Return",0,1
2018123012,608,"WAS",46984,"Adonis Alexander","PHI",43701,"Cre'von LeBlanc",3.7,1,35.99,3.4036597949854,2.87751296316361,9.2,1,0,0.902631578947364,2,"Return",1,1
2018123012,1090,"WAS",44952,"Jehu Chesson","PHI",46194,"Avonte Maddox",5.4,1,34.14,10.3229889082571,1.0644968102909,8.96,0,0,NA,0,"Fair Catch",1,1
2018123012,1090,"WAS",46984,"Adonis Alexander","PHI",43701,"Cre'von LeBlanc",6.4,0,38.12,4.99164301608197,0.926576319442291,8.08,0,0,NA,0,"Fair Catch",1,0
2018123012,2104,"PHI",43755,"Josh Hawkins","WAS",46310,"Greg Stroman",5.7,0,40.34,5.06546147947055,3.10833357221419,9.73,0,0,NA,0,"Fair Catch",0,1
2018123012,2104,"PHI",43416,"Deiondre' Hall","WAS",46984,"Adonis Alexander",4,1,32.32,7.75108379518633,3.25225300605359,9.45,0,0,NA,0,"Fair Catch",1,1
2018123012,2939,"PHI",43755,"Josh Hawkins","WAS",46310,"Greg Stroman",8.6,0,25.44,19.1584602721618,2.81346109612039,9.27,0,0,-7.85368421052632,11,"Return",1,1
2018123012,2939,"PHI",43416,"Deiondre' Hall","WAS",46984,"Adonis Alexander",5,1,33.63,9.3696531419258,3.16204586609463,9.87,0,0,-7.85368421052632,11,"Return",0,0
2018123013,585,"DEN",44913,"Brendan Langley","LAC",44926,"Rayshawn Jenkins",5.9,0,52.89,1.99323857076869,3.02750009415679,10.3,1,0,0.488947368421051,0,"Return",0,1
2018123013,585,"DEN",46168,"Isaac Yiadom","LAC",46729,"Brandon Facyson",3.4,1,44.25,14.9989499632474,3.33370998937597,10.19,0,0,0.488947368421051,0,"Return",1,1
2018123013,1003,"LAC",44926,"Rayshawn Jenkins","DEN",46168,"Isaac Yiadom",9.2,0,38.83,7.93015762768938,2.51442442449165,9.07,0,0,-5.11,0,"Return",0,0
2018123013,1003,"LAC",45573,"Austin Ekeler","DEN",44913,"Brendan Langley",7.4,1,35.32,4.85093805361397,2.56703248535849,9.03,0,0,-5.11,0,"Return",0,0
2018123013,1221,"DEN",45900,"River Cracraft","LAC",44926,"Rayshawn Jenkins",4,0,38.06,4.92016259893918,2.66091519037147,8.36,0,0,NA,0,"Fair Catch",0,0
2018123013,1221,"DEN",44913,"Brendan Langley","LAC",46729,"Brandon Facyson",3.8,1,31.88,7.68945381675448,3.28133204304136,10.13,0,0,NA,0,"Fair Catch",0,1
2018123013,2461,"DEN",44913,"Brendan Langley","LAC",44926,"Rayshawn Jenkins",4.9,1,30.7,4.19686787974079,2.76633341635395,9.62,0,0,NA,0,"Fair Catch",1,1
2018123013,2461,"DEN",45900,"River Cracraft","LAC",46729,"Brandon Facyson",5.8,0,38.38,9.46678931845428,2.32222927583041,9.07,0,0,NA,0,"Fair Catch",0,0
2018123013,2717,"LAC",46729,"Brandon Facyson","DEN",46168,"Isaac Yiadom",NA,0,28.61,32.860184113909,2.09881116552484,8.58,0,0,NA,0,"Fair Catch",0,1
2018123013,2717,"LAC",45573,"Austin Ekeler","DEN",44913,"Brendan Langley",3.8,1,45.98,3.54464384670731,2.92534192818983,9.66,0,0,NA,0,"Fair Catch",0,0
2018123015,127,"ARI",43381,"Brandon Williams","SEA",46215,"Tre Flowers",NA,0,40.12,14.1489398896172,2.99873567107873,9.55,0,0,NA,0,"Fair Catch",0,0
2018123015,127,"ARI",45021,"Rudy Ford","SEA",44902,"Shaquill Griffin",4.2,1,43.77,4.01997512430115,3.14293355738772,10.17,0,0,NA,0,"Fair Catch",0,0
2018123015,1397,"ARI",43381,"Brandon Williams","SEA",42827,"Justin Coleman",4.2,1,34.45,20.0209015781008,2.99690731614084,9.23,0,0,NA,0,"Fair Catch",0,1
2018123015,1397,"ARI",45021,"Rudy Ford","SEA",39232,"Neiko Thorpe",4.5,0,39.64,4.3009882585285,2.90235183150599,9.67,0,0,NA,0,"Fair Catch",0,0
2018123015,1714,"SEA",42827,"Justin Coleman","ARI",46825,"Chris Jones",12.9,0,28.96,27.559277929583,2.59673021973816,9.02,0,0,-31.7973880597015,45,"Return",1,1
2018123015,1714,"SEA",39232,"Neiko Thorpe","ARI",43381,"Brandon Williams",3.6,1,42.87,10.2544039319699,3.18482455160016,10.34,0,0,-31.7973880597015,45,"Return",0,1
2018123015,2395,"ARI",43381,"Brandon Williams","SEA",42827,"Justin Coleman",4.4,0,49.25,3.06452280135097,2.84413008828346,10.3,0,0,NA,0,"Fair Catch",0,1
2018123015,2395,"ARI",45021,"Rudy Ford","SEA",39232,"Neiko Thorpe",3.8,1,40.49,13.2248289213887,3.45526839914715,10.74,0,0,NA,0,"Fair Catch",1,1
2018122200,723,"WAS",44952,"Jehu Chesson","TEN",42006,"Malcolm Butler",4.8,1,40.21,20.3074863043165,1.95563023236367,9.74,0,0,NA,0,"Fair Catch",0,0
2018122200,723,"WAS",46984,"Adonis Alexander","TEN",43446,"LeShaun Sims",5.7,0,46.91,2.80280216925848,2.69762602580773,10.08,0,0,NA,0,"Fair Catch",0,1
2018122200,2175,"TEN",43446,"LeShaun Sims","WAS",46310,"Greg Stroman",7.5,0,37.05,6.39118924770656,3.01740065934773,9.65,0,0,NA,0,"Fair Catch",0,0
2018122200,2175,"TEN",46221,"Dane Cruikshank","WAS",46984,"Adonis Alexander",4.1,1,36.21,9.67235752027395,3.09342373033436,9.93,0,0,NA,0,"Fair Catch",1,0
2018122201,1205,"LAC",44926,"Rayshawn Jenkins","BAL",46187,"Anthony Averett",13.2,0,40.91,9.61802994380866,2.51071064727617,9.53,0,0,3.55771929824562,19,"Return",0,0
2018122201,1205,"LAC",46729,"Brandon Facyson","BAL",43498,"Maurice Canady",10.2,1,44.71,2.14107449660212,2.95376181629927,9.68,0,1,3.55771929824562,19,"Return",1,1
2018122201,3009,"BAL",43498,"Maurice Canady","LAC",41060,"Jeff Richards",5.9,0,37.29,9.01900770595081,3.07690332038889,9.55,0,0,NA,0,"Fair Catch",0,0
2018122201,3009,"BAL",43396,"Chris Moore","LAC",46729,"Brandon Facyson",4.9,1,40.51,1.94257560985409,3.07954779797864,9.74,0,0,NA,0,"Fair Catch",0,0
2018122201,3184,"LAC",44926,"Rayshawn Jenkins","BAL",46187,"Anthony Averett",5.1,1,42.17,10.7632197784864,3.18029472767312,9.73,0,0,NA,0,"Fair Catch",0,0
2018122201,3184,"LAC",46729,"Brandon Facyson","BAL",43498,"Maurice Canady",6.1,0,47.68,2.57701377567137,2.86589203627092,9.78,0,0,NA,0,"Fair Catch",0,0
2018122201,3278,"BAL",43498,"Maurice Canady","LAC",41060,"Jeff Richards",5.1,1,42.38,15.9181186074234,2.56848737749568,8.91,0,0,-5.68888888888889,9,"Return",0,0
2018122201,3278,"BAL",43396,"Chris Moore","LAC",46729,"Brandon Facyson",10.2,0,42.65,11.2761385234485,3.18337839356083,10.14,0,0,-5.68888888888889,9,"Return",1,1
2018122300,133,"IND",44971,"Nate Hairston","NYG",42499,"Tony Lippett",8.6,0,39.35,3.87800206291848,2.46243166165542,8.65,1,0,1.8664,0,"Return",1,1
2018122300,133,"IND",43554,"Chris Milton","NYG",40062,"B.W. Webb",4.4,1,42.43,9.83896844186422,2.70650914410918,9.94,0,0,1.8664,0,"Return",0,0
2018122300,2330,"NYG",41285,"Cody Latimer","IND",43554,"Chris Milton",3.5,1,40.89,10.0418972311013,2.9918449160692,9.83,0,0,NA,0,"Fair Catch",0,0
2018122300,2330,"NYG",41507,"Bennie Fowler","IND",41356,"Pierre Desir",4.8,0,42.42,2.59849956705788,2.99320709910416,10.14,0,0,NA,0,"Fair Catch",1,1
2018122302,979,"JAX",46707,"Quenton Meeks","MIA",45302,"Torry McTyer",4.7,0,29.07,1.17,2.57176406042888,8.62,0,0,NA,0,"Fair Catch",0,0
2018122302,979,"JAX",46700,"Tre Herndon","MIA",42488,"Bobby McCain",4.6,1,25.85,3.98389256883265,2.43662464736183,8.86,0,0,NA,0,"Fair Catch",1,0
2018122302,1142,"MIA",45312,"Maurice Smith","JAX",46707,"Quenton Meeks",2.8,1,46.43,6.73935456850282,2.89007376517611,10.04,0,0,15.861320754717,1,"Return",1,1
2018122302,1142,"MIA",41354,"Walt Aikens","JAX",46700,"Tre Herndon",5.6,0,34.4,24.000520827682,1.96937478456042,8.23,0,0,15.861320754717,1,"Return",0,0
2018122302,1582,"JAX",46707,"Quenton Meeks","MIA",45302,"Torry McTyer",5.3,1,36.83,5.4858545368976,2.96858038246895,9.84,0,0,NA,0,"Fair Catch",1,0
2018122302,1582,"JAX",46700,"Tre Herndon","MIA",46278,"Cornell Armstrong",5.3,1,40.32,2.81822639260936,3.06173278863419,9.28,0,0,NA,0,"Fair Catch",0,0
2018122302,2134,"JAX",46707,"Quenton Meeks","MIA",45302,"Torry McTyer",3,1,34,2.46953436906636,2.61671202752766,8.79,0,0,NA,0,"Fair Catch",1,1
2018122302,2134,"JAX",46700,"Tre Herndon","MIA",46278,"Cornell Armstrong",6.6,0,28.89,5.31827979707724,2.61096048387068,9.32,0,0,NA,0,"Fair Catch",1,0
2018122302,3526,"MIA",45312,"Maurice Smith","JAX",46700,"Tre Herndon",3.8,0,46.86,3.35538373364359,2.77013476925565,9.63,0,0,NA,0,"Fair Catch",1,1
2018122302,3526,"MIA",46278,"Cornell Armstrong","JAX",45335,"Breon Borders",3.2,1,45.45,7.5634978680502,2.72523958299234,10.06,0,0,NA,0,"Fair Catch",1,0
2018122304,1058,"ATL",46263,"Russell Gage","CAR",43351,"James Bradberry",5.2,0,45.53,3.26266762021509,2.7925531110163,9.51,0,0,NA,0,"Fair Catch",1,1
2018122304,1058,"ATL",38707,"Justin Bethel","CAR",46124,"Donte Jackson",2.8,1,47.06,2.0450183373261,2.95662686559536,10.24,0,0,NA,0,"Fair Catch",1,1
2018122304,2774,"CAR",40130,"Kenjon Barner","ATL",46127,"Isaiah Oliver",6,1,39.99,8.92650547526858,2.65778566016611,8.78,0,0,NA,0,"Fair Catch",0,0
2018122304,2774,"CAR",44965,"Corn Elder","ATL",46263,"Russell Gage",NA,0,27.32,6.27200127551008,2.54572220370989,8.7,0,0,NA,0,"Fair Catch",1,0
